trade_date,ret_Banking,ret_RealEstate,ret_SteelMaterials,ret_Technology,ret_ConsumerStaples,ret_ConsumerDiscretionary,ret_Energy,ret_IndustrialLogistics,ret_Healthcare,ret_Utilities,sent_Banking,sent_RealEstate,sent_SteelMaterials,sent_Technology,sent_ConsumerStaples,sent_ConsumerDiscretionary,sent_Energy,sent_IndustrialLogistics,sent_Healthcare,sent_Utilities
2025-06-19,0.005304200487018,0.0055549574005405,-0.0100721759520864,-0.0074178212252287,0.0003246174170807,0.0259072346060724,0.0081479728325956,-0.0127038515566909,0.0005590027391133,-0.002770083102493,0.7285714285714286,0.2368421052631578,0.7105263157894737,0.372,0.2282608695652174,0.6627906976744187,0.1399999999999999,0.4956521739130434,-0.4,0.3444444444444444
2025-06-20,0.0097708220513853,-0.0187424475104363,-0.0026298840020117,-0.0024690706937141,0.0032222506507022,0.0026358382413699,-0.0180736804531042,0.0135112462286658,0.0003309238552042,-0.0013835343486855,0.2653846153846154,0.4087719298245614,0.4666666666666666,0.4133928571428572,-0.3368421052631579,0.072465960665658,0.1853658536585365,0.160204081632653,0.7,0.4466666666666666
2025-06-23,-0.003897844615769,0.0325024639344346,-0.0094694725961481,-0.0083885059553439,-0.0033170906772396,-0.0028436948675539,0.0341842484053124,-0.0072093787241278,-0.0048562639762677,0.0046221516816306,0.3673624288425047,0.3787781350482314,0.3607779578606159,0.315625,0.0449999999999999,0.1923076923076923,0.2698564593301435,0.6513011152416358,-0.5294117647058824,0.3160493827160494
2025-06-24,0.0029615469571653,0.0256407269338303,0.0150282722349242,0.0119519396367827,0.0115920878184946,-0.0017313770867311,-0.0530878300556135,0.0045819055147429,0.0101947198814247,0.006915291664154,0.2799999999999999,0.2442307692307692,0.4705882352941176,0.3282608695652174,0.04375,0.2082474226804123,0.4333333333333333,0.4923076923076923,-1.0,-0.0745454545454545
2025-06-25,-0.0001412707799461,-0.0007460112117291,0.0073228803716608,0.0030645708554857,0.0120273444467829,0.005013248952458,-0.0192578791096715,-0.0086540746262282,-0.0090941439126014,4.630092063336496e-05,0.5999999999999999,0.3764705882352941,0.1781818181818181,0.6235294117647059,-0.2285714285714285,0.3883408071748879,0.3333333333333333,0.3291666666666666,0.0,0.2565217391304348
2025-06-26,-0.0009647885820371,-0.0053821526656191,-0.0004857926943596,-0.000233501479492,0.0069869888986089,0.0187572794124016,0.0003282729348163,0.0071879971864184,0.0014396137161314,-0.0023497641220994,0.4051948051948052,0.1833333333333333,0.6,0.618,-0.1256756756756757,0.475,0.1090909090909091,0.50625,-0.0333333333333333,0.1163265306122449
2025-06-27,0.0058156569111296,0.0028283092400981,-0.0041658265711561,0.0310565657896961,0.0311722606823419,0.0022021557302174,-0.0035887974781753,0.0004710751039211,0.0014991206670625,0.0008129726758685,0.2,-0.0142857142857143,,0.47,-0.1736842105263157,0.2210526315789474,0.0,0.5666666666666667,0.0,0.3235294117647059
2025-06-30,0.0032963438215224,0.0023956196055503,-0.0024599142650718,0.02494915025086,-0.003014967776459,-0.0025985424033633,0.0028681514538296,0.0265992287100311,0.0035340052717382,0.0043476349907759,0.3970684039087947,0.2384105960264901,0.195631067961165,0.4033568904593639,0.2679487179487179,0.3119201725997843,0.2980769230769232,0.4634751773049645,-0.3076923076923077,0.1532846715328467
2025-07-01,0.0097949987390772,-0.0017383746197305,0.0026548833203677,0.0047896230110976,-0.0130120637696819,-0.0054275383810811,-0.0151258205863632,-0.0182609679503332,0.0004463813381071,-0.0056579910558206,-0.0468085106382978,0.6561797752808989,0.3818181818181818,0.3953488372093023,0.2192592592592592,0.3459016393442623,0.2249999999999999,0.3325000000000001,0.1,0.0054054054054054
2025-07-02,-0.0029954224030058,-0.0029542636698485,0.0181684300939872,-0.0110183930734608,9.406603707669732e-05,0.0064025459335379,0.0004516711833785,0.0190911606881903,0.0034145519227706,-0.0099927330734059,0.3466019417475728,0.4002020202020202,0.3337796086508754,0.2449330783938814,0.3505962521294719,0.2704667176740627,0.0333333333333333,0.3808290155440414,-0.3,0.1212765957446808
